timestamp,bvp_values,eda_values,question,first_seen,submit,confidence,guess,guess_type,answerStatus
1.76795E+15,0.004761575,0.024887932,0,7,TRUE,4,FALSE,,correct
1.76795E+15,0.002705788,0.024887932,0,7,TRUE,4,FALSE,,correct
1.76795E+15,0.00111805,0.024887932,0,7,TRUE,4,FALSE,,correct
1.76795E+15,0.000381799,0.024887932,0,7,TRUE,4,FALSE,,correct
1.76795E+15,0.000769685,0.024887932,0,7,TRUE,4,FALSE,,correct
1.76795E+15,0.002398622,0.024887932,0,7,TRUE,4,FALSE,,correct
1.76795E+15,0.005203111,0.024887932,0,7,TRUE,4,FALSE,,correct
1.76795E+15,0.008918984,0.024887932,0,7,TRUE,4,FALSE,,correct
1.76795E+15,0.013091426,0.024887932,0,7,TRUE,4,FALSE,,correct
1.76795E+15,0.017133843,0.024887932,0,7,TRUE,4,FALSE,,correct
1.76795E+15,0.020436969,0.025072964,0,7,TRUE,4,FALSE,,correct
1.76795E+15,0.022471623,0.025072964,0,7,TRUE,4,FALSE,,correct
1.76795E+15,0.022827012,0.025072964,0,7,TRUE,4,FALSE,,correct
1.76795E+15,0.021207111,0.025072964,0,7,TRUE,4,FALSE,,correct
1.76795E+15,0.017468005,0.025072964,0,7,TRUE,4,FALSE,,correct
1.76795E+15,0.011722114,0.025072964,0,7,TRUE,4,FALSE,,correct
1.76795E+15,0.00443178,0.025072964,0,7,TRUE,4,FALSE,,correct
1.76795E+15,-0.00358993,0.025072964,0,7,TRUE,4,FALSE,,correct
1.76795E+15,-0.011279178,0.025072964,0,7,TRUE,4,FALSE,,correct
1.76795E+15,-0.017493727,0.025072964,0,7,TRUE,4,FALSE,,correct
1.76795E+15,-0.02123744,0.025072964,0,7,TRUE,4,FALSE,,correct
1.76795E+15,-0.021905778,0.025072964,0,7,TRUE,4,FALSE,,correct
1.76795E+15,-0.019477684,0.025072964,0,7,TRUE,4,FALSE,,correct
1.76795E+15,-0.014553153,0.025072964,0,7,TRUE,4,FALSE,,correct
1.76795E+15,-0.008192135,0.025072964,0,7,TRUE,4,FALSE,,correct
1.76795E+15,-0.001621222,0.025072964,0,7,TRUE,4,FALSE,,correct
1.76795E+15,0.00407216,0.022980679,0,7,TRUE,4,FALSE,,correct
1.76795E+15,0.008162009,0.022980679,0,7,TRUE,4,FALSE,,correct
1.76795E+15,0.010405995,0.022980679,0,7,TRUE,4,FALSE,,correct
1.76795E+15,0.011098131,0.022980679,0,7,TRUE,4,FALSE,,correct
1.76795E+15,0.010974549,0.022980679,0,7,TRUE,4,FALSE,,correct
1.76795E+15,0.010915292,0.022980679,0,7,TRUE,4,FALSE,,correct
1.76795E+15,0.011627896,0.022980679,0,7,TRUE,4,FALSE,,correct
1.76795E+15,0.013476157,0.022980679,0,7,TRUE,4,FALSE,,correct
1.76795E+15,0.016392861,0.022980679,0,7,TRUE,4,FALSE,,correct
1.76795E+15,0.019835733,0.022980679,0,7,TRUE,4,FALSE,,correct
1.76795E+15,0.022883592,0.022980679,0,7,TRUE,4,FALSE,,correct
1.76795E+15,0.024527878,0.022980679,0,7,TRUE,4,FALSE,,correct
1.76795E+15,0.024065863,0.022980679,0,7,TRUE,4,FALSE,,correct
1.76795E+15,0.021458188,0.022980679,0,7,TRUE,4,FALSE,,correct
1.76795E+15,0.017474419,0.022980679,0,7,TRUE,4,FALSE,,correct
1.76795E+15,0.013424734,0.022980679,0,7,TRUE,4,FALSE,,correct
1.76795E+15,0.010576176,0.0247456,0,7,TRUE,4,FALSE,,correct
1.76795E+15,0.009638987,0.0247456,0,7,TRUE,4,FALSE,,correct
1.76795E+15,0.01054787,0.0247456,0,7,TRUE,4,FALSE,,correct
1.76795E+15,0.01254352,0.0247456,0,7,TRUE,4,FALSE,,correct
1.76795E+15,0.014498786,0.0247456,0,7,TRUE,4,FALSE,,correct
1.76795E+15,0.01537033,0.0247456,0,7,TRUE,4,FALSE,,correct
1.76795E+15,0.014630808,0.0247456,0,7,TRUE,4,FALSE,,correct
1.76795E+15,0.012504255,0.0247456,0,7,TRUE,4,FALSE,,correct
1.76795E+15,0.009827585,0.0247456,0,7,TRUE,4,FALSE,,correct
1.76795E+15,0.007577201,0.0247456,0,7,TRUE,4,FALSE,,correct
1.76795E+15,0.006295117,0.0247456,0,7,TRUE,4,FALSE,,correct
1.76795E+15,0.005706746,0.0247456,0,7,TRUE,4,FALSE,,correct
1.76795E+15,0.004850321,0.0247456,0,7,TRUE,4,FALSE,,correct
1.76795E+15,0.002706494,0.0247456,0,7,TRUE,4,FALSE,,correct
1.76795E+15,-0.001115024,0.0247456,0,7,TRUE,4,FALSE,,correct
1.76795E+15,-0.005989145,0.0247456,0,7,TRUE,4,FALSE,,correct
1.76795E+15,-0.010409855,0.024190504,0,7,TRUE,4,FALSE,,correct
1.76795E+15,-0.012760367,0.024190504,0,7,TRUE,4,FALSE,,correct
1.76795E+15,-0.01224573,0.024190504,0,7,TRUE,4,FALSE,,correct
1.76795E+15,-0.009197606,0.024190504,0,7,TRUE,4,FALSE,,correct
1.76795E+15,-0.004500141,0.024190504,0,7,TRUE,4,FALSE,,correct
1.76795E+15,0.001305811,0.024190504,0,7,TRUE,4,FALSE,,correct
1.76795E+15,0.008343337,0.024190504,0,7,TRUE,4,FALSE,,correct
1.76795E+15,0.017017454,0.024190504,0,7,TRUE,4,FALSE,,correct
1.76795E+15,0.027707787,0.024190504,0,7,TRUE,4,FALSE,,correct
1.76795E+15,0.04085464,0.024190504,0,7,TRUE,4,FALSE,,correct
1.76795E+15,0.056884751,0.024190504,0,7,TRUE,4,FALSE,,correct
1.76795E+15,0.075602345,0.024190504,0,7,TRUE,4,FALSE,,correct
1.76795E+15,0.095516458,0.024190504,0,7,TRUE,4,FALSE,,correct
1.76795E+15,0.113822818,0.024190504,0,7,TRUE,4,FALSE,,correct
1.76795E+15,0.127139419,0.024190504,0,7,TRUE,4,FALSE,,correct
1.76795E+15,0.132541358,0.024190504,0,7,TRUE,4,FALSE,,correct
1.76795E+15,0.12843281,0.02293798,0,7,TRUE,4,FALSE,,correct
1.76795E+15,0.115048997,0.02293798,0,7,TRUE,4,FALSE,,correct
1.76795E+15,0.094557233,0.02293798,0,7,TRUE,4,FALSE,,correct
1.76795E+15,0.070587322,0.02293798,0,7,TRUE,4,FALSE,,correct
1.76795E+15,0.047030292,0.02293798,0,7,TRUE,4,FALSE,,correct
1.76795E+15,0.026625939,0.02293798,0,7,TRUE,4,FALSE,,correct
1.76795E+15,0.010259688,0.02293798,0,7,TRUE,4,FALSE,,correct
1.76795E+15,-0.002756409,0.02293798,0,7,TRUE,4,FALSE,,correct
1.76795E+15,-0.013863474,0.02293798,0,7,TRUE,4,FALSE,,correct
1.76795E+15,-0.024409056,0.02293798,0,7,TRUE,4,FALSE,,correct
1.76795E+15,-0.035031911,0.02293798,0,7,TRUE,4,FALSE,,correct
1.76795E+15,-0.045337223,0.02293798,0,7,TRUE,4,FALSE,,correct
1.76795E+15,-0.054040629,0.02293798,0,7,TRUE,4,FALSE,,correct
1.76795E+15,-0.059762534,0.02293798,0,7,TRUE,4,FALSE,,correct
1.76795E+15,-0.06201664,0.02293798,0,7,TRUE,4,FALSE,,correct
1.76795E+15,-0.061502866,0.02293798,0,7,TRUE,4,FALSE,,correct
1.76795E+15,-0.059401169,0.0247456,0,7,TRUE,4,FALSE,,correct
1.76795E+15,-0.056549001,0.0247456,0,7,TRUE,4,FALSE,,correct
1.76795E+15,-0.053519718,0.0247456,0,7,TRUE,4,FALSE,,correct
